170.0,2799
171.0,2269
172.0,2926
173.0,3082
174.0,2926
175.0,2705
176.0,2412
177.0,2071
178.0,2681
179.0,2083
180.0,2323
181.0,2462
182.0,2436
183.0,2565
184.0,3372
185.0,2649
186.0,2964
187.0,3519
188.0,3706
189.0,3254
190.0,3415
191.0,3707
192.0,2744
193.0,2481
194.0,3313
195.0,2688
196.0,2355
197.0,3074
198.0,3122
199.0,1845
200.0,2474
201.0,3022
202.0,2031
203.0,2278
204.0,2358
205.0,1901
206.0,2565
207.0,2283
208.0,3193
209.0,2931
210.0,2532
211.0,3250
212.0,3097
213.0,3711
214.0,3502
215.0,5479
216.0,3440
217.0,2320
218.0,3113
219.0,3290
220.0,2739
221.0,3764
222.0,4792
223.0,2527
224.0,2324
225.0,3268
226.0,2660
227.0,1986
228.0,2400
229.0,2717
230.0,2421
231.0,2528
232.0,2596
233.0,3509
234.0,2994
235.0,3505
236.0,3027
237.0,3289
238.0,3699
239.0,4956
240.0,3008
241.0,3242
242.0,3580
243.0,3700
244.0,3429
245.0,3005
246.0,3209
247.0,2601
248.0,2997
249.0,3201
250.0,2957
251.0,2707
252.0,2475
253.0,2610
254.0,3378
255.0,2877
256.0,3700
257.0,3678
258.0,2968
259.0,3680
260.0,3367
261.0,3198
262.0,3081
263.0,3867
264.0,2988
265.0,2268
266.0,3189
267.0,2464
268.0,2440
269.0,3392
270.0,3375
271.0,2565
272.0,2620
273.0,3122
274.0,2275
275.0,2098
276.0,2369
277.0,2769
278.0,2683
279.0,2888
280.0,3155
281.0,3252
282.0,2828
283.0,2792
284.0,3582
285.0,3683
286.0,4495
287.0,3586
288.0,3308
289.0,2429
290.0,2608
291.0,2611
292.0,2114
293.0,2306
294.0,4071
295.0,4304
296.0,3436
297.0,4894
298.0,2581
299.0,1408
300.0,2207
301.0,2027
302.0,1767
303.0,1955
304.0,2195
305.0,1794
306.0,2026
307.0,1715
308.0,1768
309.0,2091
310.0,1896
311.0,1891
312.0,2320
313.0,1845
314.0,2507
315.0,1937
316.0,2064
317.0,2247
318.0,2883
319.0,1563
320.0,1678
321.0,1653
322.0,1739
323.0,1751
324.0,1934
325.0,1929
326.0,1966
327.0,1788
328.0,1921
329.0,2113
330.0,2261
331.0,1588
332.0,1907
333.0,1972
334.0,1830
335.0,1959
336.0,2324
337.0,1713
338.0,2361
339.0,2613
340.0,2412
341.0,2909
342.0,3041
343.0,1590
344.0,1959
345.0,1859
346.0,1929
347.0,1920
348.0,2212
349.0,1847
350.0,2379
351.0,2400
352.0,3242
353.0,3322
354.0,2736
355.0,3188
356.0,2988
357.0,2330
358.0,2608
359.0,3083
360.0,3671
361.0,4108
362.0,3220
363.0,2331
364.0,2658
365.0,3160
366.0,4861
367.0,4727
368.0,4204
369.0,4520
370.0,2325
371.0,1757
372.0,1860
373.0,2336
374.0,2359
375.0,2052
376.0,3434
377.0,3821
378.0,2796
379.0,3390
380.0,3105
381.0,3030
382.0,3250
383.0,3749
384.0,2894
385.0,2868
386.0,3448
387.0,2052
388.0,2297
389.0,2946
390.0,3214
391.0,2082
392.0,2686
393.0,3231
394.0,2484
395.0,2387
396.0,2357
397.0,2608
398.0,2719
399.0,2536
400.0,3893
401.0,3517
402.0,3223
403.0,4027
404.0,4046
405.0,3853
406.0,3024
407.0,3214
408.0,3365
409.0,3476
410.0,3224
411.0,2614
412.0,2805
413.0,2908
414.0,6099
415.0,9414
416.0,9512
417.0,9270
418.0,6897
419.0,6172
420.0,7024
421.0,7080
422.0,7150
423.0,7621
424.0,6322
425.0,3519
426.0,3263
427.0,3206
428.0,2988
429.0,3770
430.0,8076
431.0,6561
432.0,4619
433.0,4250
434.0,2610
435.0,2845
436.0,2500
437.0,3028
438.0,4314
439.0,2988
440.0,2582
441.0,3596
442.0,2978
443.0,2420
444.0,2408
445.0,2580
446.0,3028
447.0,2648
448.0,4666
449.0,3698
450.0,3266
451.0,3509
452.0,3719
453.0,3848
454.0,5010
455.0,4526
456.0,3224
457.0,2865
458.0,3272
459.0,2437
460.0,2396
461.0,3185
462.0,4679
463.0,4742
464.0,4136
465.0,3484
466.0,2226
467.0,2365
468.0,2138
469.0,2371
470.0,2693
471.0,2835
472.0,2367
473.0,2477
474.0,2579
475.0,2167
476.0,2589
477.0,2513
478.0,1951
479.0,2174
480.0,2683
481.0,2419
482.0,2535
483.0,2632
484.0,2107
485.0,3040
486.0,2981
487.0,1866
488.0,2551
489.0,3067
490.0,2305
491.0,2242
492.0,2043
493.0,2406
494.0,2737
495.0,2158
496.0,2433
497.0,2428
498.0,2317
499.0,2264
500.0,2678
501.0,2071
502.0,2377
503.0,2297
504.0,2484
505.0,2687
506.0,2991
507.0,1945
508.0,2980
509.0,2934
510.0,2667
511.0,2219
512.0,2480
513.0,3060
514.0,2497
515.0,2435
516.0,2238
517.0,2692
518.0,2872
519.0,2426
520.0,2502
521.0,2629
522.0,2753
523.0,3318
524.0,3096
525.0,3980
526.0,2922
527.0,2938
528.0,3555
529.0,3076
530.0,2825
531.0,2153
532.0,2263
533.0,2385
534.0,2895
535.0,1973
536.0,2195
537.0,2807
538.0,2766
539.0,2511
540.0,2366
541.0,2404
542.0,2769
543.0,2742
544.0,3348
545.0,2856
546.0,2799
547.0,3027
548.0,2946
549.0,4165
550.0,6805
551.0,5326
552.0,5886
553.0,4371
554.0,3854
555.0,3635
556.0,3029
557.0,2598
558.0,3447
559.0,2477
560.0,2873
561.0,3721
562.0,2723
563.0,2496
564.0,2356
565.0,2759
566.0,2808
567.0,2549
568.0,4080
569.0,3122
570.0,2856
571.0,3239
572.0,2681
573.0,3308
574.0,3328
575.0,3679
576.0,2988
577.0,2747
578.0,2949
579.0,2344
580.0,2084
581.0,2343
582.0,2810
583.0,1691
584.0,2052
585.0,2848
586.0,2309
587.0,1978
588.0,1902
589.0,1818
590.0,2571
591.0,2434
592.0,3267
593.0,3487
594.0,2438
595.0,3189
596.0,2485
597.0,2813
598.0,2844
599.0,3315
600.0,4484
601.0,4111
602.0,2835
603.0,1941
604.0,1589
605.0,2764
606.0,4460
607.0,3637
608.0,4459
609.0,4393
610.0,2098
611.0,2702
612.0,2924
613.0,2982
614.0,3416
615.0,2754
616.0,2797
617.0,2698
618.0,2972
619.0,2656
620.0,2946
621.0,4454
622.0,5204
623.0,4549
624.0,5509
625.0,5870
626.0,4518
627.0,4365
628.0,4799
629.0,3023
630.0,2969
631.0,1941
632.0,2229
633.0,2773
634.0,2220
635.0,1849
636.0,1837
637.0,2163
638.0,2739
639.0,1785
640.0,2435
641.0,2216
642.0,2114
643.0,2067
644.0,2406
645.0,1901
646.0,2729
647.0,1719
648.0,2098
649.0,2485
650.0,3053
651.0,1735
652.0,2395
653.0,2504
654.0,2532
655.0,1841
656.0,2046
657.0,2972
658.0,2277
659.0,2740
660.0,4347
661.0,4664
662.0,4561
663.0,3612
664.0,3688
665.0,2927
666.0,2419
667.0,1674
668.0,2176
669.0,1846
670.0,2072
671.0,1517
672.0,2036
673.0,2506
674.0,2718
675.0,1910
676.0,2137
677.0,2993
678.0,2464
679.0,1672
680.0,1917
681.0,1713
682.0,2137
683.0,1753
684.0,1858
685.0,1789
686.0,2106
687.0,1924
688.0,2906
689.0,2793
690.0,2101
691.0,2379
692.0,2304
693.0,2514
694.0,2200
695.0,2267
696.0,1238
