timestamp,count
280,23
281,11
282,14
283,7
284,4
285,18
286,11
287,20
288,11
289,12
290,17
291,9
292,16
293,10
294,13
295,8
296,14
297,8
298,5
299,10
300,7
301,18
302,18
303,3
304,14
305,9
306,10
307,10
308,10
309,9
310,9
311,16
312,28
313,45
314,42
315,23
316,21
317,26
318,24
319,26
320,22
321,15
322,21
323,17
324,11
325,32
326,20
327,25
328,30
329,21
330,29
331,11
332,23
333,3
334,10
335,19
336,18
337,14
338,16
339,17
340,41
341,23
342,36
343,21
344,16
345,14
346,22
347,14
348,19
349,9
350,19
351,17
352,25
353,5
354,24
355,20
356,22
357,14
358,19
359,18
360,23
361,14
362,38
363,21
364,34
365,11
366,16
367,13
368,13
369,9
370,27
371,29
372,34
373,17
374,39
375,25
376,29
377,9
378,10
379,25
380,17
381,26
382,18
383,18
384,11
385,30
386,33
387,20
388,29
389,14
390,14
391,15
392,14
393,19
394,9
395,16
396,17
397,14
398,9
399,6
400,19
401,27
402,18
403,4
404,13
405,5
406,10
407,12
408,3
409,7
410,10
411,10
412,19
413,5
414,9
415,10
416,11
417,11
418,6
419,8
420,7
421,9
422,9
423,11
424,8
425,7
426,7
427,9
428,17
429,13
430,6
431,12
432,9
433,3
434,13
435,19
436,8
437,3
438,13
439,7
440,20
441,11
442,10
443,10
444,7
445,14
446,23
447,10
448,19
449,28
450,21
451,13
452,11
453,15
454,8
455,12
456,22
457,15
458,11
459,13
460,4
461,37
462,27
463,32
464,9
465,7
466,37
467,14
468,8
469,9
470,10
471,10
472,12
473,11
474,9
475,18
476,18
477,8
478,6
479,5
480,19
481,10
482,15
483,3
484,7
485,4
486,8
487,8
488,7
489,6
490,8
491,17
492,15
493,7
494,6
495,18
496,7
497,17
498,6
499,14
500,12
501,9
502,13
503,10
504,2
505,12
506,8
507,11
508,17
509,5
510,11
511,13
512,2
513,2
514,12
515,11
516,16
517,2
518,9
519,4
520,6
521,15
522,7
523,8
524,2
525,3
526,9
527,6
528,4
529,2
530,10
531,5
532,7
533,3
534,6
535,13
536,9
537,5
538,4
539,9
540,13
541,7
542,11
543,11
544,10
545,11
546,7
547,9
548,7
549,10
550,9
551,14
552,14
553,6
554,19
555,12
556,8
557,16
558,8
559,4
560,15
561,7
562,13
563,14
564,13
565,26
566,7
567,13
568,25
569,9
570,14
571,13
572,7
573,11
574,14
575,11
576,14
577,11
578,7
579,11
580,7
581,18
582,14
583,26
584,7
585,8
586,14
587,9
588,5
589,7
590,10
591,7
592,6
593,3
594,8
595,11
596,6
597,8
598,14
599,2
600,11
601,7
602,11
603,16
604,4
605,19
606,7
607,5
608,7
609,5
610,9
611,13
612,2
613,7
614,13
615,18
616,14
617,11
618,12
619,7
620,23
621,18
622,15
623,12
624,13
625,21
626,22
627,9
628,27
629,8
630,11
631,11
632,5
633,12
634,12
635,11
636,10
637,20
638,23
639,7
640,9
641,13
642,14
643,4
644,10
645,15
646,14
647,10
648,11
649,16
650,19
651,9
652,9
653,6
654,9
655,13
656,2
657,6
658,13
659,7
660,8
661,11
662,10
663,2
664,4
665,16
666,11
667,5
668,3
669,7
670,13
671,13
672,7
673,4
674,11
675,9
676,10
677,5
678,18
679,4
680,10
681,4
682,21
683,6
684,8
685,13
686,12
687,6
688,8
689,12
690,13
691,10
692,5
693,3
694,9
695,8
696,9
697,3
698,6
699,3
700,15
701,15
702,41
703,3
704,14
705,7
706,9
707,12
708,3
709,10
710,6
711,30
712,6
713,4
714,5
715,10
716,22
717,14
718,4
719,12
720,15
721,15
722,16
723,12
724,5
725,25
726,12
727,6
728,4
729,1
730,19
731,27
732,15
733,18
734,14
735,26
736,19
737,14
738,16
739,9
740,40
741,25
742,14
743,5
744,14
745,12
746,13
747,22
748,16
749,6
750,12
751,8
752,3
753,2
754,5
755,6
756,8
757,9
758,7
759,5
760,14
761,14
762,7
763,6
764,7
765,10
766,7
767,8
768,3
769,4
770,10
771,16
772,8
773,13
774,9
775,16
776,7
777,4
778,6
779,6
780,21
781,10
782,7
783,8
784,5
785,12
786,4
787,5
788,6
789,17
790,22
791,18
792,5
793,8
794,18
795,13
796,9
797,12
798,10
799,8
800,17
801,21
802,14
803,4
804,11
805,18
806,18
807,13
808,20
809,5
810,20
811,16
812,10
813,6
814,16
815,9
816,18
817,20
818,18
819,16
820,29
821,21
822,39
823,3
824,7
825,8
826,10
827,5
828,4
829,16
830,16
831,16
832,7
833,7
834,10
835,11
836,11
837,9
838,8
839,12
840,15
841,17
842,9
843,3
844,19
845,19
846,10
847,22
848,13
849,10
850,15
851,11
852,6
853,2
854,17
855,17
856,10
857,15
858,4
859,10
860,13
861,7
862,16
863,6
864,9
865,9
866,8
867,12
868,22
870,22
871,7
872,6
873,5
874,13
875,9
876,10
877,4
878,8
879,15
880,13
881,9
882,2
883,1
884,19
885,6
886,10
887,7
888,18
889,3
890,16
891,9
892,12
893,6
894,8
895,13
896,9
897,9
898,8
899,7
900,12
901,12
902,11
903,5
904,8
905,4
906,16
907,13
908,9
909,9
910,27
911,12
912,17
913,26
914,22
915,33
916,21
917,9
918,17
919,12
920,17
921,6
922,6
923,35
924,18
925,22
926,30
927,19
928,31
929,6
930,22
931,13
932,6
933,8
934,8
935,5
936,9
937,8
938,6
939,14
940,15
941,24
942,36
943,3
944,6
945,6
946,11
947,10
948,10
949,2
950,8
951,10
952,13
953,3
954,8
955,14
956,12
957,10
958,8
959,6
960,16
961,8
962,10
963,21
964,9
965,20
966,17
967,6
968,11
969,35
970,11
971,19
972,14
973,12
974,20
975,16
976,9
977,15
978,11
979,29
980,18
981,18
982,32
983,7
984,9
985,17
986,23
987,18
988,24
989,14
990,14
991,14
992,11
993,7
994,6
995,14
996,9
997,11
998,12
999,30
1000,21
1001,23
1002,24
1003,16
1004,7
1005,15
1006,12
1007,13
1008,3
1009,5
1010,8
1011,9
1012,20
1013,2
1014,27
1015,15
1016,14
1017,16
1018,10
1019,17
1020,10
1021,13
1022,25
1023,14
1024,14
1025,26
1026,9
1027,5
1028,20
1029,9
1030,23
1031,23
1032,15
1033,12
1034,15
1035,19
1036,12
1037,5
1038,30
1039,6
1040,20
1041,12
1042,14
1043,15
1044,6
1045,22
1046,11
1047,17
1048,29
1049,23
1050,18
1051,10
1052,30
1053,11
1054,12
1055,8
1056,13
1057,21
1058,23
1059,8
1060,4
1061,21
1062,9
1063,15
1064,15
1065,25
1066,16
1067,21
1068,19
1069,8
1070,12
1071,16
1072,5
1073,24
1074,14
1075,17
1076,14
1077,19
1078,21
1079,8
1080,14
1081,13
1082,16
1083,24
1084,9
1085,11
1086,17
1087,17
1088,2
1089,11
1090,19
1091,15
1092,24
1093,31
1094,13
1095,26
1096,21
1097,12
1098,9
1099,13
1100,4
1101,31
1102,8
1103,24
1104,12
1105,13
1106,24
1107,22
1108,28
1109,9
1110,20
1111,6
1112,8
1113,6
1114,27
1115,14
1116,8
1117,10
1118,9
1119,30
1120,11
1121,14
1122,11
1123,2
1124,16
1125,5
1126,11
1127,5
1128,9
1129,2
1130,18
1131,15
1132,17
1133,17
1134,11
1135,7
1136,11
1137,8
1138,4
1139,9
1140,18
1141,8
1142,27
1143,15
1144,6
1145,11
1146,17
1147,5
1148,7
1149,13
1150,18
1151,19
1152,15
1153,11
1154,11
1155,21
1156,12
1157,17
1158,14
1159,19
1160,19
1161,15
1162,26
1163,16
1164,10
1165,37
1166,9
1167,12
1168,28
1169,22
1170,22
1171,28
1172,22
1173,8
1174,7
1175,10
1176,22
1177,14
1178,21
1179,21
1180,21
1181,36
1182,30
1183,21
1184,38
1185,28
1186,22
1187,13
1188,12
1189,17
1190,8
1191,17
1192,11
1193,17
1194,17
1195,21
1196,12
1197,26
1198,16
1199,11
1200,9
1201,13
1202,15
1203,10
1204,7
1205,13
1206,18
1207,13
1208,9
1209,20
1210,8
1211,30
1212,29
1213,16
1214,12
1215,19
1216,15
1217,9
1218,12
1219,3
1220,22
1221,19
1222,25
1223,20
1224,22
1225,11
1226,32
1227,10
1228,22
1229,23
1230,9
1231,14
1232,14
1233,16
1234,25
1235,11
1236,17
1237,15
1238,22
1239,10
1240,10
1241,25
1242,7
1243,13
1244,5
1245,18
1246,6
1247,16
1248,14
1249,10
1250,12
1251,10
1252,17
1253,8
1254,13
1255,12
1256,10
1257,31
1258,7
1259,18
1260,39
1261,24
1262,25
1263,23
1264,39
1265,26
1266,17
1267,20
1268,17
1269,28
1270,30
1271,25
1272,24
1273,13
1274,10
1275,18
1276,10
1277,11
1278,47
1279,6
1280,19
1281,20
1282,43
1283,17
1284,18
1285,18
1286,25
1287,14
1288,45
1289,30
1290,19
1291,34
1292,19
1293,49
1294,21
1295,15
1296,21
1297,17
1298,18
1299,19
1300,36
1301,26
1302,20
1303,20
1304,39
1305,58
1306,48
1307,22
1308,25
1309,18
1310,39
1311,32
1312,23
1313,21
1314,33
1315,15
1316,14
1317,16
1318,21
1319,14
1320,16
1321,17
1322,18
1323,20
1324,14
1325,28
1326,22
1327,16
1328,17
1329,21
1330,14
1331,29
1332,3
1333,25
1334,26
1335,12
1336,16
1337,12
1338,24
1339,8
1340,10
1341,27
1342,22
1343,17
1344,7
1345,8
1346,25
1347,5
1348,19
1349,31
1350,27
1351,7
1352,26
1353,24
1354,12
1355,19
1356,10
1357,11
1358,7
1359,7
1360,5
1361,9
1362,13
1363,20
1364,14
1365,15
1366,22
1367,4
1368,19
1369,4
1370,20
1371,11
1372,17
1373,6
1374,25
1375,12
1376,11
1377,7
1379,25
1380,8
1381,24
1382,5
1383,26
1384,3
1385,25
1386,2
1387,18
1388,17
1389,9
1390,5
1391,7
1392,11
1393,5
1394,8
1395,9
1396,6
1397,19
1398,13
1399,9
1400,3
1401,19
1402,9
1403,11
1404,6
1405,12
1406,9
1407,16
1408,25
1409,6
1410,12
1411,10
1412,9
1413,10
1414,3
1415,12
1416,7
1417,11
1418,13
1419,12
1420,16
1421,23
1422,17
1423,40
1424,26
1425,12
1426,11
1427,18
1428,9
1429,10
1430,23
1431,17
1432,9
1433,15
1434,18
1435,17
1436,7
1437,15
1438,4
1439,18
1440,10
1441,12
1442,18
1443,10
1444,6
1445,14
1446,11
1447,11
1448,12
1449,5
1450,16
1451,23
1452,14
1453,4
1454,6
1455,19
1456,14
1457,10
1458,23
1459,19
1460,22
1461,19
1462,21
1463,12
1464,8
1465,6
1466,14
1467,23
1468,19
1469,14
1470,16
1471,11
1472,13
1473,13
1474,17
1475,19
1476,6
1477,19
1478,19
1479,15
1480,9
1481,16
1482,10
1483,15
1484,5
1485,11
1486,16
1487,12
1488,2
1489,2
1490,15
1491,10
1492,6
1493,7
1494,6
1495,18
1496,16
1497,14
1498,19
1499,9
1500,11
1501,4
1502,16
1503,14
1504,7
1505,14
1506,14
1507,13
1508,14
1509,12
1510,18
1511,14
1512,12
1513,8
1514,7
1515,25
1516,20
1517,27
1518,13
1519,8
1520,14
1521,20
1522,13
1523,19
1524,7
1525,10
1526,18
1527,22
1528,36
1529,4
1530,15
1531,21
1532,12
1533,4
1534,20
1535,16
1536,10
1537,6
1538,14
1539,19
1540,11
1541,16
1542,12
1543,30
1544,6
1545,19
1546,17
1547,15
1548,3
1549,7
1550,15
1551,17
1552,9
1553,11
1554,19
1555,6
1556,9
1557,21
1558,12
1559,22
1560,13
1561,6
1562,11
1563,10
1564,21
1565,10
1566,16
1567,7
1568,13
1569,7
1570,11
1571,20
1572,9
1573,12
1574,13
1575,11
1576,4
1577,6
1578,12
1579,9
1580,19
1581,19
1582,14
1583,22
1584,12
1585,13
1586,20
1587,9
1588,8
1589,23
1590,7
1591,22
1592,11
1593,19
1594,7
1595,21
1596,11
1597,15
1598,18
1599,9
1600,9
1601,14
1602,26
1603,6
1604,11
1605,13
1606,22
1607,20
1608,12
1609,9
1610,13
1611,18
1612,14
1613,16
1614,22
1615,14
1616,23
1617,13
1618,11
1619,17
1620,15
1621,13
1622,19
1623,19
1624,12
1625,19
1626,17
1627,6
1628,17
1629,20
1630,9
1631,21
1632,9
1633,21
1634,14
1635,17
1636,15
1637,11
1638,12
1639,19
1640,13
1641,19
1642,18
1643,23
1644,11
1645,14
1646,11
1647,32
1648,14
1649,25
1650,14
1651,17
1652,6
1653,23
1654,8
1655,13
1656,22
1657,11
1658,11
1659,11
1660,25
1661,19
1662,37
1663,9
1664,73
1665,39
1666,14
1667,12
1668,10
1669,16
1670,14
1671,17
1672,18
1673,10
1674,17
1675,14
1676,23
1677,9
1678,12
1679,8
1680,12
1681,14
1682,19
1683,5
1684,15
1685,28
1686,17
1687,7
1688,13
1689,7
1690,10
1691,32
1692,24
1693,3
1694,24
1695,24
1696,20
1697,19
1698,14
1699,17
1700,26
1701,24
1702,12
1703,24
1704,15
1705,24
1706,16
1707,22
1708,19
1709,24
1710,15
1711,15
1712,18
1713,7
1714,21
1715,15
1716,7
1717,5
1718,19
1719,7
1720,14
1721,8
1722,11
1723,17
1724,14
1725,9
1726,4
1727,12
1728,10
1729,7
1730,26
1731,14
1732,13
1733,8
1734,13
1735,21
1736,7
1737,12
1738,16
1739,15
1740,13
1741,12
1742,16
1743,13
1744,19
1745,19
1746,10
1747,5
1748,13
1749,17
1750,16
1751,24
1752,9
1753,20
1754,32
1755,29
1756,15
1757,16
1758,15
1759,19
1760,25
1761,10
1762,19
1763,25
1764,10
1765,20
1766,19
1767,23
1768,28
1769,20
1770,30
1771,15
1772,11
1773,14
1774,13
1775,12
1776,13
1777,29
1778,29
1779,15
1780,33
1781,30
1782,23
1783,25
1784,40
1785,14
1786,14
1787,24
1788,24
1789,23
1790,29
1791,20
1792,35
1793,20
1794,63
1795,32
1796,21
1797,21
1798,24
1799,12
1800,28
1801,16
1802,26
1803,16
1804,21
1805,14
1806,13
1807,14
1808,14
1809,12
1810,26
1811,23
1812,15
1813,13
1814,22
1815,22
1816,3
1817,17
1818,36
1819,11
1820,29
1821,11
1822,24
1823,18
1824,11
1825,20
1826,16
1827,11
1828,28
1829,4
1830,12
1831,18
1832,4
1833,13
1834,4
1835,16
1836,12
1837,14
1838,11
1839,9
1840,8
1841,11
1842,11
1843,14
1844,21
1845,5
1846,16
1847,15
1848,12
1849,7
1850,27
1851,4
1852,2
1853,2
1854,5
1855,43
1856,2
1857,21
1858,1
1859,31
1860,3
1861,33
1862,7
1863,46
1864,1
1865,45
1866,17
1867,5
1868,32
1869,5
1870,28
1871,28
1872,15
1873,10
1874,12
1875,28
1876,9
1877,29
1878,7
1879,16
1880,5
1881,22
1882,13
1883,8
1884,41
1885,29
1886,24
1887,17
1888,34
1889,11
1890,18
1891,17
1892,11
1893,8
1894,17
1895,15
1896,9
1897,15
1898,27
1899,15
1900,11
1901,20
1902,23
1903,35
1904,14
1905,10
1906,14
1907,9
1908,4
1909,10
1910,17
1911,19
1912,9
1913,3
1914,16
1915,16
1916,13
1917,16
1918,24
1919,20
1920,26
1921,19
1922,18
1923,6
1924,9
1925,15
1926,25
1927,9
1928,15
1929,7
1930,17
1931,15
1932,19
1933,7
1934,19
1935,21
1936,18
1937,11
1938,12
1939,19
1940,11
1941,18
1942,25
1943,14
1944,5
1945,9
1946,25
1947,10
1948,26
1949,1
1950,12
1951,16
1952,12
1953,19
1954,24
1955,12
1956,26
1957,11
1958,20
1959,14
1960,16
1961,11
1962,15
1963,16
1964,11
1965,6
1966,12
1967,18
1968,18
1969,3
1970,17
1971,25
1972,14
1973,4
1974,16
1975,12
1976,14
1977,15
1978,4
1979,10
1980,7
1981,11
1982,9
1983,7
1984,16
1985,20
1986,12
1987,2
1988,13
1989,8
1990,15
1991,18
1992,12
1993,63
1994,36
1995,48
1996,28
1997,39
1998,36
1999,34
2000,60
2001,44
2002,49
2003,31
2004,35
2005,27
2006,19
2007,10
2008,22
2009,17
2010,16
2011,10
2012,14
2013,6
2014,9
2015,15
2016,13
2017,3
2018,20
2019,21
2020,6
2021,22
2022,14
2023,31
2024,13
2025,15
2026,18
2027,18
2028,12
2029,11
2030,24
2031,27
2032,9
2033,2
2034,7
2035,6
2036,4
2037,33
2038,32
2039,24
2040,16
2041,14
2042,32
2043,17
2044,23
2045,23
2046,12
2047,26
2048,26
2049,4
2050,28
2051,19
2052,15
2053,8
2054,14
2055,16
2056,22
2057,15
2058,10
2059,11
2060,30
2061,22
2062,24
2063,28
2064,8
2065,8
2066,14
2067,20
2068,20
2069,11
2070,28
2071,12
2072,24
2073,5
2074,7
2075,29
2076,16
2077,9
2078,10
2079,23
2080,11
2081,23
2082,24
2083,15
2084,8
2085,16
2086,11
2087,17
2088,12
2089,14
2090,26
2091,8
2092,16
2093,11
2094,7
2095,12
2096,12
2097,7
2098,12
2099,5
2100,16
2101,16
2102,10
2103,4
2104,6
2105,8
2106,4
2107,7
2108,10
2109,11
2110,25
2111,9
2112,8
2113,2
2114,17
2115,16
2116,10
2117,15
2118,11
2119,15
2120,29
2121,10
2122,20
2123,10
2124,9
2125,9
2126,4
2127,14
2128,25
2129,6
2130,13
2131,25
2132,19
2133,10
2134,19
2135,12
2136,12
2137,15
2138,18
2139,25
2140,18
2141,21
2142,14
2143,9
2144,12
2145,42
2146,24
2147,10
2148,10
2149,6
2150,23
2151,10
2152,16
2153,24
2154,17
2155,13
2156,17
2157,17
2158,12
2159,28
2160,6
2161,21
2162,19
2163,8
2164,12
2165,30
2166,26
2167,18
2168,21
2169,7
2170,14
2171,21
2172,8
2173,4
2174,33
2175,16
2176,24
2177,14
2178,4
2179,23
2180,22
2181,18
2182,12
2183,13
2184,17
2185,22
2186,13
2187,10
2188,14
2189,13
2190,28
2191,13
2192,7
2193,6
2194,12
2195,9
2196,7
2197,11
2198,16
2199,18
2200,10
2201,16
2202,18
2203,15
2204,11
2205,9
2206,19
2207,11
2208,10
2209,22
2210,16
2211,20
2212,19
2213,19
2214,18
2215,28
2216,8
2217,21
2218,11
2219,7
2220,36
2221,18
2222,8
2223,29
2224,21
2225,9
2226,28
2227,16
2228,14
2229,11
2230,23
2231,15
2232,24
2233,11
2234,16
2235,20
2236,10
2237,10
2238,10
2239,6
2240,13
2241,19
2242,11
2243,14
2244,8
2245,13
2246,14
2247,6
2248,12
2249,7
2250,30
2251,11
2252,3
2253,16
2254,8
2255,13
2256,10
2257,25
2258,27
2259,9
2260,21
2261,23
2262,16
2263,30
2264,9
2265,7
2266,17
2267,10
2268,9
2269,3
2270,14
2271,10
2272,2
2273,23
2274,8
2275,24
2276,35
2277,21
2278,21
2279,10
2280,14
2281,12
2282,21
2283,16
2284,10
2285,17
2286,8
2287,15
2288,16
2289,3
2290,31
2291,30
2292,25
2293,8
2294,16
2295,22
2296,13
2297,16
2298,8
2299,14
2300,26
2301,13
2302,14
2303,7
2304,9
2305,11
2306,23
2307,17
2308,21
2309,12
2310,9
2311,19
2312,8
2313,17
2314,24
2315,22
2316,20
2317,5
2318,13
2319,11
2320,26
2321,11
2322,7
2323,22
2324,6
2325,18
2326,16
2327,11
2328,7
2329,12
2330,17
2331,21
2332,12
2333,15
2334,12
2335,15
2336,19
2337,20
2338,3
2339,12
2340,18
2341,9
2342,13
2343,8
2344,10
2345,10
2346,2
2347,7
2348,9
2349,1
2350,25
2351,25
2352,5
2353,14
2354,14
2355,23
2356,9
2357,24
2358,24
2359,14
2360,19
2361,21
2362,16
2363,17
2364,4
2365,15
2366,12
2367,19
2368,25
2369,8
2370,16
2371,9
2372,6
2373,10
2374,3
2375,17
2376,5
2377,5
2378,9
2379,11
2380,26
2381,20
2382,9
2383,36
2384,9
2385,7
2386,22
2387,13
2388,21
2389,9
2390,26
2391,12
2392,21
2393,15
2394,10
2395,12
2396,23
2397,18
2398,20
2399,17
2400,12
2401,9
2402,23
2403,16
2404,6
2405,12
2406,7
2407,10
2408,20
2409,19
2410,7
2411,43
2412,21
2413,20
2414,10
2415,12
2416,18
2417,8
2418,15
2419,11
2420,13
2421,15
2422,21
2423,12
2424,34
2425,12
2426,12
2427,10
2428,18
2429,19
2430,11
2431,10
2432,16
2433,12
2434,5
2435,12
2436,7
2437,7
2438,10
2439,6
2440,7
2441,21
2442,30
2443,24
2444,13
2445,37
2446,32
2448,21
2449,6
2450,12
2451,11
2452,12
2453,2
2454,44
2455,9
2456,5
2457,15
2458,6
2459,22
2460,13
2461,4
2462,17
2463,7
2464,6
2465,6
2466,8
2467,7
2468,18
2469,25
2470,19
2471,27
2472,6
2473,11
2474,18
2475,7
2476,10
2477,8
2478,16
2479,14
2480,17
2481,27
2482,34
2483,17
2484,20
2485,14
2486,14
2487,11
2488,49
2489,31
2490,52
2491,18
2492,9
2493,16
2494,12
2495,10
2496,14
2497,9
2498,14
2499,21
2500,27
2501,31
2502,10
2503,48
2504,18
2505,14
2506,28
2507,21
2508,19
2509,11
2510,26
2511,22
2512,24
2513,15
2514,11
2515,6
2516,16
2517,5
2518,17
2519,5
2520,9
2521,6
2522,12
2523,9
2524,11
2525,14
2526,9
2527,10
2528,11
2529,17
2530,17
2531,22
2532,11
2533,19
2534,25
2535,16
2536,16
2537,23
2538,24
2539,11
2540,17
2541,13
2542,15
2543,13
2544,8
2545,10
2546,28
2547,11
2548,42
2549,22
2550,25
2551,33
2552,2
2553,6
2554,12
2555,21
2556,22
2557,24
2558,24
2559,25
2560,15
2561,35
2562,22
2563,17
2564,26
2565,29
2566,10
2567,15
2568,34
2569,11
2570,28
2571,14
2572,21
2573,14
2574,24
2575,27
2576,15
2577,7
2578,15
2579,31
2580,17
2581,17
2582,43
2583,28
2584,29
2585,19
2586,27
2587,10
2588,20
2589,11
2590,14
2591,24
2592,17
2593,24
2594,19
2595,25
2596,41
2597,14
2598,15
2599,18
2600,17
2601,16
2602,17
2603,13
2604,18
2605,21
2606,21
2607,17
2608,30
2609,22
2610,12
2611,12
2612,6
2613,4
2614,9
2615,17
2616,8
2617,8
2618,9
2619,13
2620,13
2621,24
2622,17
2623,29
2624,11
2625,12
2626,26
2627,16
2628,22
2629,5
2630,16
2631,6
2632,14
2633,7
2634,11
2635,15
2636,13
2637,3
2638,13
2639,12
2640,16
2641,18
2642,34
2643,12
2644,10
2645,10
2646,10
2647,10
2648,21
2649,14
2650,27
2651,12
2652,31
2653,23
2654,19
2655,15
2656,18
2657,14
2658,9
2659,27
2660,21
2661,21
2662,9
2663,21
2664,21
2665,25
2666,29
2667,44
2668,13
2669,32
2670,18
2671,21
2672,37
2673,17
2674,16
2675,31
2676,18
2677,24
2678,31
2679,25
2680,13
2681,22
2682,16
2683,22
2684,29
2685,32
2686,17
2687,26
2688,10
2689,15
2690,28
2691,16
2692,24
2693,11
2694,22
2695,22
2696,14
2697,32
2698,10
2699,33
2700,24
2701,13
2702,22
2703,18
2704,31
2705,9
2706,19
2707,25
2708,4
2709,10
2710,13
2711,20
2712,19
2713,30
2714,20
2715,26
2716,12
2717,22
2718,6
2719,14
2720,31
2721,16
2722,19
2723,11
2724,10
2725,33
2726,27
2727,11
2728,30
2729,9
2730,21
2731,22
2732,12
2733,14
2734,23
2735,27
2736,22
2737,25
2738,29
2739,17
2740,15
2741,23
2742,24
2743,29
2744,26
2745,58
2746,15
2747,27
2748,17
2749,22
2750,26
2751,23
2752,13
2753,17
2754,19
2755,20
2756,5
2757,6
2758,27
2759,10
2760,30
2761,28
2762,30
2763,15
2764,18
2765,27
2766,31
2767,13
2768,15
2769,32
2770,15
2771,13
2772,12
2773,10
2774,8
2775,16
2776,37
2777,4
2778,5
2779,35
2780,35
2781,10
2782,32
2783,7
2784,18
2785,9
2786,5
2787,6
2788,71
2789,8
2790,22
2791,18
2792,11
2793,1
2794,18
2795,20
2796,15
2797,9
2798,37
2799,20
2800,17
2801,35
2802,13
2803,22
2804,20
2805,17
2806,12
2807,3
2808,3
2809,5
2810,10
2811,72
2812,19
2813,9
2814,21
2815,18
2816,13
2817,2
2818,6
2819,6
2820,46
2821,9
2822,29
2823,25
2824,23
2825,11
2826,20
2827,6
2828,11
2829,6
2830,8
2831,56
2832,17
2833,3
2834,18
2835,36
2836,15
2837,15
2838,7
2839,9
2840,25
2841,16
2842,15
2843,18
2844,15
2845,32
2846,7
2847,13
2848,28
2849,3
2850,29
2851,12
2852,10
2853,10
2854,11
2855,16
2856,14
2857,12
2858,10
2859,17
2860,13
2861,4
2862,43
2863,8
2864,57
2865,9
2866,12
2867,13
2868,3
2869,13
2870,24
2871,13
2872,15
2873,13
2874,12
2875,8
2876,11
2877,13
2878,6
2879,16
2880,11
2881,36
2882,21
2883,10
2884,11
2885,6
2886,9
2887,32
2888,3
2889,14
2890,24
2891,9
2892,6
2893,1
2894,37
2895,20
2896,23
2897,4
2898,12
2899,15
2900,15
2901,19
2902,10
2903,9
2904,11
2905,8
2906,3
2907,6
2908,47
2909,7
2910,20
2911,27
2912,13
2913,3
2914,3
2915,3
2916,46
2917,18
2918,22
2919,6
2920,15
2921,11
2922,10
2923,13
2924,9
2925,12
2926,13
2927,21
2928,13
2929,6
2930,19
2931,11
2932,10
2933,5
2934,18
2935,12
2936,11
2937,10
2938,34
2939,6
2940,16
2941,7
2942,12
2943,9
2944,9
2945,7
2946,5
2947,12
2948,27
2950,9
2951,7
2952,32
2953,14
2954,26
2955,26
2956,11
2957,24
2958,11
2959,13
2960,10
2961,13
2962,8
2963,13
2964,12
2965,13
2966,9
2967,11
2968,3
2969,12
2970,19
2971,41
2972,7
2973,13
2974,13
2975,11
2976,9
2977,14
2978,23
2979,12
2980,20
2981,22
2982,14
2983,16
2984,16
2985,17
2986,42
2987,9
2988,17
2989,11
2990,26
2991,28
2992,31
2993,17
2994,22
2995,8
2996,24
2997,8
2998,14
2999,23
3000,17
